REGISTRO;P0;P1;P2;P3;P3A;P4;P5A_1;P5B_1;P5A_2;P5B_2;P5A_3;P5B_3;P5A_4;P5B_4;P5A_5;P5B_5;P6;P7;P8;P9;P10;D1;D2;D3;D4;D5;D6;CA;AUT;HABI;POND
6619;1;2;1;98;98;1;1;3;1;3;1;3;1;3;1;3;97;1;2;2;2;1;3;2;1;5;7;10;10;2;1,12136
6620;1;1;1;2;;2;1;0;1;3;1;8;1;4;1;0;2;1;2;2;1;2;3;1;3;5;1;9;9;4;0,87798
6641;1;98;1;99;2;97;1;4;1;5;1;8;1;7;1;4;2;1;2;1;1;3;1;1;2;5;1;5;5;2;1,03035
6643;1;1;1;6;;6;1;0;1;0;1;5;1;4;1;0;5;1;1;2;2;4;5;2;1;3;8;9;9;4;1,03312
6647;1;1;1;5;;5;1;0;1;5;1;7;1;8;1;0;5;1;2;2;1;1;1;1;2;4;5;1;1;3;1,04423
6650;1;1;2;98;4;4;1;5;1;7;1;4;1;7;1;6;4;2;2;1;1;3;1;1;1;5;1;8;8;1;1,12835
6652;1;3;1;98;4;97;1;5;1;9;1;2;1;3;2;;4;2;2;1;2;3;3;2;2;5;1;1;1;3;1,03754
6653;1;1;1;14;;4;1;5;1;6;1;0;1;1;1;8;1;2;2;1;1;5;1;1;2;4;1;10;10;1;1,17232
6661;1;2;1;14;;2;1;6;1;6;1;4;1;0;1;8;14;2;2;1;2;5;3;1;1;3;1;10;10;1;1,16664
6670;1;2;1;4;;1;1;5;1;7;1;4;1;2;1;5;4;2;2;1;1;4;3;2;1;5;1;10;10;2;1,12136
6680;1;2;1;98;97;1;1;6;1;4;1;4;1;2;1;98;98;1;96;1;1;3;1;2;4;5;6;7;7;3;0,96891
6701;1;1;1;2;;2;1;0;1;5;1;0;1;0;2;;4;2;2;2;2;1;3;2;2;2;5;21;6;3;1,03361
6737;1;2;2;98;97;97;1;5;1;5;1;5;1;6;2;;97;1;96;98;1;98;3;1;1;5;1;10;10;2;1,037
6768;1;1;1;5;;97;1;0;1;0;1;9;1;10;1;0;2;1;2;2;2;1;1;2;1;3;1;13;13;2;1,08437
6778;1;2;2;2;;2;1;3;1;5;1;6;1;7;2;;4;1;2;2;1;3;3;1;1;2;1;10;10;1;1,16664
6780;1;1;1;94;97;94;1;0;1;0;1;0;1;5;1;0;97;1;1;2;2;1;5;2;1;5;1;9;9;1;1,17174
6822;1;2;1;4;;4;1;4;1;7;1;4;1;3;1;2;4;1;2;2;1;3;3;1;3;5;1;7;7;3;0,91873
6834;1;2;1;4;;4;1;8;1;10;1;4;1;0;1;9;4;2;96;1;1;3;1;1;3;5;6;7;7;3;0,91873
6858;1;2;1;4;;1;1;3;1;5;1;3;1;2;1;1;4;98;2;1;1;4;3;1;1;3;8;1;1;4;1,00068
6876;1;1;1;2;;2;1;1;1;2;1;8;1;5;1;0;2;1;2;2;1;1;3;1;2;4;1;10;10;2;1,04202
6907;1;2;1;99;99;99;1;6;1;5;1;5;1;5;1;5;97;2;96;2;1;99;3;1;1;5;1;16;16;1;1,13601
6918;1;2;1;1;;1;1;9;1;7;1;5;1;3;1;7;1;2;2;1;1;5;2;2;4;5;6;1;1;3;1,00713
6924;1;1;1;99;4;97;1;5;1;7;1;3;1;0;1;3;4;2;2;1;1;2;3;1;4;2;6;1;1;3;0,97157
6935;1;1;1;98;1;4;1;5;1;6;1;1;1;1;1;1;4;2;2;1;1;2;2;1;4;5;1;16;16;2;0,94404
6948;1;1;1;99;99;9;1;3;1;4;1;4;1;4;1;2;2;1;96;2;1;2;3;1;3;5;1;16;16;2;0,92794
6951;1;1;1;96;4;96;1;6;1;8;1;3;1;3;1;2;4;2;2;1;98;3;3;2;1;5;1;21;2;1;1,22262
6956;1;2;1;4;;4;1;7;1;9;1;4;1;2;1;5;4;2;2;1;1;4;3;1;4;5;6;1;1;4;0,93557
6962;1;2;1;2;;2;1;3;1;4;1;5;1;2;1;1;2;1;2;2;1;2;3;1;3;5;1;7;7;3;0,91873
6974;1;1;1;2;;2;1;4;1;5;1;7;1;4;2;;2;1;2;1;1;3;3;1;3;2;1;21;11;1;1,03903
